C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_35_343.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_35_343.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_35_343.jpg, 0, 0, 0, 5.155275E-05
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_35_534.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_35_534.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_35_534.jpg, 0, 0, 0, 4.86672E-05
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_35_638.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_35_638.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_35_638.jpg, 0, 0, 0, 4.861056E-05
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_35_747.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_35_747.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_35_747.jpg, 0, 0, 0, 5.005868E-05
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_35_856.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_35_856.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_35_856.jpg, 0, 0, 0, 4.94443E-05
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_35_969.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_35_969.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_35_969.jpg, -0.0491226, 0.3381453, 0, 0.4053901
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_36_160.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_36_160.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_36_160.jpg, -0.6004368, 0.8894596, 0, 2.244848
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_36_258.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_36_258.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_36_258.jpg, -0.9066696, 1, 0, 3.35571
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_36_418.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_36_418.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_36_418.jpg, -1, 1, 0, 5.135127
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_36_530.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_36_530.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_36_530.jpg, -1, 1, 0, 6.45975
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_36_638.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_36_638.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_36_638.jpg, -0.6743362, 1, 0, 7.616104
C:\Users\itsme\Desktop\finding-lanes\data\IMG\center_2020_05_12_03_20_36_764.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\left_2020_05_12_03_20_36_764.jpg, C:\Users\itsme\Desktop\finding-lanes\data\IMG\right_2020_05_12_03_20_36_764.jpg, -0.296851, 1, 0, 8.96892
